Y;X1;X2;X3;X4;X5;X6;X7;X8;X9;X10
1;-19;31;41;-41;-30;-95;5;-11;-4;60
0;78;-91;-4;53;-90;-74;98;-34;-56;39
1;52;95;73;17;42;39;-100;-98;-17;42
1;-9;-56;-91;92;26;-76;-3;-17;-98;46
0;94;-40;-99;15;-32;-23;18;53;-96;35
0;-35;53;-95;97;74;38;52;72;-78;93
1;88;75;51;-14;52;-59;-53;-28;-13;9
1;-16;-88;-17;63;9;-67;-57;12;-3;-44
0;26;97;-44;-28;40;93;15;-54;-26;6
0;-70;-45;66;-30;88;42;56;62;97;-24
0;-58;53;99;-85;-2;100;-94;10;-20;-5
0;92;27;-88;-56;60;16;35;-78;44;-56
0;-27;31;-57;-92;19;-49;30;98;-74;-79
1;32;-43;90;89;-84;1;45;5;70;-100
0;43;-88;-60;12;-82;23;-91;57;31;98
1;17;24;38;13;-20;-57;-13;2;-18;-22
1;89;-43;-13;-87;-67;74;-74;22;-13;-72
0;64;26;-99;-75;-10;34;-14;49;-52;-79
1;100;-82;-31;11;-20;-92;43;5;-67;-6
0;63;-72;2;73;49;-1;56;-68;-19;-63
0;-84;-65;-80;99;-52;46;15;-27;-7;-12
0;62;-43;-65;7;8;-25;68;-60;36;-81
1;67;-81;25;-4;91;-61;-31;-8;-44;-16
0;-66;39;17;-42;-79;34;-67;-74;-4;-95
1;-63;42;17;-30;25;-11;-37;-86;64;49
1;65;-54;-9;-54;-68;62;70;23;2;-62
1;-12;6;-84;18;-54;-40;100;-44;90;46
0;-96;89;-60;-98;-47;91;40;93;31;88
0;-21;25;-46;-30;20;17;25;50;23;-77
1;-86;100;76;8;-83;-100;-83;76;27;-98
0;-20;28;31;-94;18;-30;33;95;-87;-70
0;-100;65;29;67;-69;-41;-96;-58;-89;74
0;-11;96;79;-49;-12;-79;56;-43;95;-9
0;40;-3;27;-44;63;43;-91;-7;-98;-18
1;-43;-72;-55;3;30;-65;-42;-88;-2;90
0;22;-21;50;-5;93;91;-53;-7;76;-91
0;67;47;89;56;-23;-29;9;-51;56;-86
0;81;97;-69;91;46;3;66;81;-64;79
1;61;-42;39;83;-2;-66;8;-34;78;-92
1;9;20;47;57;11;-24;89;-83;-75;23
1;77;-86;45;37;-85;-71;-42;81;-99;-76
0;33;-49;-2;-54;-5;40;79;42;-86;40
1;-24;-4;-20;44;-70;33;-76;56;-28;3
1;-40;94;53;-71;-7;-11;94;9;19;-50
1;57;-32;-34;-84;-45;11;-95;-100;-22;-24
0;-90;31;48;81;-87;-60;69;-92;46;-14
0;-15;-56;-96;52;-76;97;75;39;13;23
1;-1;-41;88;33;13;24;-95;-3;-12;-71
1;31;-90;73;66;-100;-93;22;-26;-9;13
1;-73;-14;-81;20;-2;-89;88;-17;-82;82
1;-67;58;-98;77;-84;-22;65;-10;47;88
1;69;88;-15;82;-20;14;-12;-72;74;-97
1;3;-29;-32;-44;-58;-50;25;-100;28;80
1;-92;-62;-24;70;-31;-78;-45;-98;-41;93
1;-4;57;19;-70;31;-96;-42;-47;-12;-41
0;46;87;69;22;-54;-81;58;-47;-61;65
0;-94;-70;43;-11;28;55;-56;-65;-79;-17
0;85;-94;46;-47;-32;-8;-23;-93;0;40
0;34;-66;-3;-64;42;-4;29;-86;98;-78
1;95;-36;-12;-86;-96;-52;46;-48;-17;35
0;90;63;-15;88;77;90;90;-96;-9;52
1;-16;19;52;-22;18;41;-80;60;-67;-37
1;-49;-60;-34;-98;61;44;-77;-84;14;-95
0;-47;72;30;-14;-76;-60;-95;-17;-17;19
1;-77;95;20;-49;-76;-31;-40;-48;-86;47
1;2;-30;-97;-91;-97;53;-67;88;44;95
0;-42;60;78;-31;34;44;-46;72;-46;6
0;-9;66;-100;-85;76;-45;87;1;-26;-41
0;61;-35;93;7;-15;75;55;-67;88;-37
1;59;-40;24;62;-35;79;71;-54;35;-5
1;-51;-91;-18;-82;11;53;-68;-66;9;22
1;29;-61;81;45;-87;-48;64;44;47;45
1;-42;-6;-100;55;-31;-46;-23;94;-15;1
0;55;9;-20;77;83;-34;-45;-62;32;63
1;-27;-73;-25;56;25;51;-7;-26;-47;56
0;-12;-24;-16;-16;57;72;85;72;-27;-49
0;50;-10;54;67;34;35;-90;-74;20;-37
1;-62;71;-65;-21;35;63;75;53;77;12
1;-3;89;-94;-81;96;19;-84;-60;-15;-20
1;34;26;96;35;-93;-30;19;-78;-75;100
0;-100;50;95;-83;-44;-15;51;-27;-81;-14
1;58;-14;-51;10;-74;30;-34;49;42;59
1;52;-4;-9;-46;-92;-24;-8;-98;-14;90
0;98;11;-96;-99;-82;-90;99;79;-96;-85
1;-93;4;-75;94;51;-20;46;84;-97;-96
1;64;-88;-71;-55;-53;9;-73;14;48;-6
0;86;-88;-69;-70;69;5;38;-94;39;-18
1;15;-61;-10;-94;-7;-82;-75;-34;13;59
0;-49;-38;-18;-98;64;-68;-67;-14;-95;-99
0;7;23;57;85;-67;39;-76;82;85;85
1;28;-83;61;-40;14;-94;3;-66;-47;47
1;-47;-2;-72;82;-5;75;-31;-77;75;2
0;99;38;-20;64;-71;-26;-33;-18;67;-92
1;81;-17;-68;95;66;69;-34;81;-65;74
0;-1;-7;90;-43;-85;25;-8;2;53;96
0;57;-41;8;86;-31;32;-89;-66;72;10
0;88;76;47;-50;89;75;-20;57;22;-33
1;-20;-2;-83;75;70;84;80;-60;76;44
1;33;26;-37;-41;-12;-17;-89;79;-3;-25
0;-7;-21;-92;30;23;96;71;-64;-81;66
0;91;67;-90;80;-4;-32;18;65;-21;-42
0;-25;62;68;-4;-10;85;-9;-3;54;59
0;-74;10;19;-76;-87;27;-44;0;-41;75
0;-70;-36;-58;79;39;-93;-22;-46;43;-87
1;88;-57;16;-34;-78;-99;-90;-94;10;-95
0;84;100;-72;68;-3;6;14;15;100;-42
1;-22;-45;-74;5;88;49;40;84;-44;-95
1;69;-11;100;-82;-24;68;98;-33;86;-83
1;-66;83;-14;47;65;-37;-19;64;88;74
1;-77;84;-37;-14;-82;-8;-22;97;84;13
0;20;-94;-91;-62;-23;-48;-90;77;-61;-59
1;-18;-23;-49;-80;91;0;-90;22;-80;-57
0;-88;37;-55;-99;-1;75;-12;-57;-15;-34
1;32;-4;-58;1;-36;-47;63;-29;-17;-47
1;33;90;-39;-5;91;-34;89;-100;0;67
1;72;-62;38;-45;-97;-81;-48;57;75;-52
1;-21;-42;49;41;-70;-99;-51;59;70;81
0;-11;26;-10;82;-85;5;43;-34;45;-66
1;6;4;7;29;-64;-92;48;-17;40;-71
1;-50;69;-19;85;71;49;-94;71;53;17
1;94;23;-74;84;60;23;87;49;59;40
0;100;-49;45;-35;31;13;15;50;-87;50
1;-43;46;-71;29;-72;-94;-73;-3;-13;-59
1;70;95;65;82;-60;69;58;-35;-25;22
1;29;-3;82;-25;-58;25;-22;51;4;13
1;57;-75;68;16;-67;-92;-99;55;2;-45
0;-98;-66;11;-53;-51;35;-40;96;52;51
1;68;-83;-54;-83;-11;-91;-34;0;-36;74
0;-3;8;24;-81;31;-96;41;-81;-42;-97
1;46;20;-73;-45;-91;-8;64;33;-31;99
0;35;-94;79;21;15;-100;-35;69;5;95
0;-65;66;9;32;11;-33;-59;100;-77;-86
1;65;-76;-52;41;28;7;-99;-27;-35;55
0;-21;72;-66;49;42;-73;42;58;69;-67
1;-85;14;-72;42;93;-12;20;72;80;7
0;-96;-10;30;-34;46;-44;-67;-20;-33;36
1;-99;36;47;-60;20;-78;1;-51;-26;92
0;-33;-36;-34;97;89;-96;-65;78;-79;100
1;94;90;-53;-1;-85;49;12;-61;-3;41
0;-21;22;19;-49;55;90;33;91;-30;-83
0;-49;100;72;49;97;50;-47;33;-44;84
1;41;75;-30;-31;12;-32;50;-73;-70;30
1;-92;90;-38;60;7;-66;48;8;12;-21
0;11;-18;-91;88;100;27;21;-86;37;17
1;94;-21;17;49;-92;95;45;38;-55;35
0;-63;69;-85;99;84;43;8;-15;-38;-34
0;-66;-54;-2;54;34;91;61;64;-57;-89
0;-76;87;6;1;1;-15;23;-26;81;33
1;-50;22;75;-84;-100;40;71;93;-78;67
0;19;-68;53;-77;1;-91;-54;66;78;94
0;66;-76;-24;14;-64;-30;-32;97;-92;-15
0;92;11;16;15;39;57;-15;-1;79;47
0;56;66;7;-83;-61;74;-18;-2;-60;37
0;-34;-66;53;-18;69;59;50;28;53;92
1;10;-13;-68;-8;76;31;14;-74;-76;-100
0;-36;12;54;61;54;-35;-75;-65;36;100
0;84;2;80;17;30;-80;33;-46;-33;-35
1;65;95;-33;81;50;-22;-99;63;71;-23
0;66;90;-86;57;-42;77;19;72;17;-66
1;43;-12;41;4;21;-28;-47;-83;43;-100
0;-69;6;37;-23;52;30;-42;97;-50;-7
0;-45;-51;-96;29;35;-38;71;88;-50;1
1;-51;70;34;1;-17;-43;-29;18;-84;5
0;53;-47;-14;43;-43;96;85;99;-10;-32
1;8;-40;-74;-100;70;-89;-60;8;-6;12
1;45;13;-68;13;-63;46;-24;-42;-1;-73
1;-52;68;6;92;-26;-26;98;-66;1;-98
1;15;-53;1;-24;82;53;89;-19;-26;-64
1;26;47;-36;71;-91;84;-88;8;14;-90
1;-26;-98;9;86;-17;47;-14;-34;34;36
1;-77;-56;-36;-24;94;-33;-62;-26;-99;-23
1;31;38;13;77;-28;82;39;87;-55;3
1;-84;68;62;-22;-51;-23;44;-4;79;-67
0;-35;-14;37;-34;83;20;47;-66;-13;-28
0;31;29;48;34;94;22;48;-40;34;9
1;-92;-8;-43;-5;-90;76;94;-54;0;-17
0;48;53;27;83;-8;31;-100;55;-34;-92
0;-23;-22;-96;-56;51;28;-43;27;-74;99
1;66;87;78;75;-85;88;-84;-95;-100;-53
1;12;20;28;31;-36;96;27;-51;61;22
0;8;-80;18;-27;-57;-50;-9;-57;-19;-94
1;98;48;74;-25;-59;8;11;-15;15;-86
0;-75;-79;-7;2;-60;-54;-55;-50;-63;-20
1;-83;-63;-92;31;-81;39;-96;-37;-50;90
0;-86;-18;72;5;-31;78;-98;-94;80;-43
0;48;60;35;-42;-22;-95;-54;7;40;89
1;-71;97;59;14;-4;46;90;-13;-47;39
1;80;58;-52;22;40;54;-83;16;0;-25
1;96;25;-97;-85;69;73;-85;74;-85;18
0;26;40;16;-58;53;-8;89;-50;-88;-92
1;-5;35;44;72;-64;-34;25;-78;-95;68
1;-63;18;-50;95;-31;66;35;40;63;-29
0;22;57;9;82;59;31;-56;-21;38;52
1;-8;-6;-29;73;59;-69;-14;-9;83;-74
0;-81;-99;-63;-99;26;-9;-70;3;20;78
1;35;88;41;28;85;-97;90;12;30;10
0;100;75;-7;-2;-6;-61;-81;43;40;-92
0;-82;-4;-72;21;-84;-99;42;45;62;50
1;32;0;-63;-34;96;-49;84;53;54;16
0;-13;-21;-17;92;68;99;75;-33;62;-36
0;-53;-20;-70;18;-65;82;-66;5;1;-32
1;7;-78;-84;-10;98;-11;35;66;-35;15
0;-91;-32;65;-29;-37;-85;-25;-41;52;12
1;76;-88;45;-50;-61;52;45;-8;-70;34
0;81;-15;32;31;31;-37;9;34;50;-60
1;99;-72;27;48;85;-58;-52;-53;-51;57
0;96;91;47;47;91;-12;64;-97;-74;-71
0;74;-11;-16;100;62;-29;-29;82;92;-22
1;-64;-54;-78;-27;-66;48;-92;8;-64;71
1;-58;90;68;37;8;41;26;-22;-9;82
1;24;-66;0;-56;12;63;89;-10;-39;-62
0;46;-30;82;97;6;97;-68;-32;9;8
1;-72;14;-13;-88;36;-12;44;39;-26;82
1;-49;82;50;-68;-31;-19;79;-42;-63;-53
1;-94;35;4;81;-15;94;58;-15;20;-74
0;-28;7;-41;28;17;-53;26;-100;55;-23
0;-14;-31;-29;75;-47;-96;-89;-24;27;72
0;-80;29;75;-94;-83;29;30;70;-87;-69
1;97;13;-53;-80;93;-77;48;12;3;-64
1;49;-50;99;-42;-28;-68;-99;13;-7;-47
0;-65;81;87;25;89;-89;-18;-27;-64;13
1;65;-2;-35;-90;-6;32;64;-50;15;43
1;-15;-18;-87;-35;4;-74;-100;-72;75;-9
1;-88;43;23;-60;-76;-77;9;-30;20;99
0;39;-13;70;-3;-44;4;52;-44;-70;29
1;25;39;-52;-1;-66;25;68;91;-62;-85
0;-93;-67;86;-18;74;-70;49;24;-56;16
1;-11;-19;98;-45;62;-19;-33;86;56;80
1;-65;-78;-3;-11;-55;52;88;73;6;59
0;-9;-35;-82;-88;34;38;35;98;60;-79
1;93;98;-41;-22;-56;-66;-89;-62;-17;78
1;-65;94;-43;-22;-57;78;-23;43;-47;-51
0;-79;-28;1;24;-91;33;67;-64;-51;-76
1;66;14;2;-14;48;86;84;53;-19;-31
1;35;-48;-83;69;99;71;-1;45;-74;23
1;-51;25;-81;76;29;25;3;-90;70;-75
0;-36;-58;-23;-56;85;-46;-15;-91;-74;-73
1;72;99;82;17;9;-49;85;-67;-54;24
1;100;96;-93;4;59;-55;-43;31;-53;-77
1;10;62;-1;42;-27;66;-55;96;-38;-44
1;65;-88;-100;-13;-43;-82;73;86;58;0
1;-14;-79;-46;15;-4;17;-49;77;-53;-86
1;21;95;-71;-12;11;-78;-58;-54;-55;83
0;82;51;-27;48;87;-91;-82;-34;47;-99
0;-55;-39;-36;44;59;52;-74;20;11;92
1;-94;-12;-42;45;-94;59;97;45;-65;-68
0;31;67;-99;-3;-13;9;-75;71;2;-43
1;0;14;-32;60;11;100;-30;-38;23;-41
0;-76;-68;-90;83;73;91;-71;-83;-85;-7
0;55;64;-4;31;-3;25;-60;14;-71;-29
0;-85;-55;15;70;-95;83;-74;-44;35;-80
1;-87;-65;-88;0;-69;18;-10;-68;-33;20
0;-29;-78;-52;11;-78;25;-92;-7;64;55
1;-24;49;-40;-10;-47;48;54;30;-53;98
1;-34;93;14;-76;-87;52;79;74;36;-60
1;32;-62;92;13;-3;-11;-37;9;91;24
1;52;-8;62;58;-98;68;-75;36;-93;-58
0;89;-71;-20;28;23;42;26;-66;54;99
0;58;-96;-24;44;37;-74;-32;52;96;22
0;55;19;21;-3;30;25;16;-74;-29;53
0;18;-100;-29;-97;70;85;-62;-68;67;99
1;-98;86;-41;-50;-39;-35;-77;-96;-90;46
1;39;59;34;9;-58;-36;-23;-2;-86;-85
1;64;48;96;44;-98;85;-21;81;-30;-17
1;78;-17;-8;84;-60;75;-31;-25;22;-51
0;13;-48;-79;86;46;5;-93;-60;36;95
0;-96;69;77;-78;-76;-73;38;-97;58;74
1;39;-74;-84;41;100;86;93;93;39;-5
0;-68;-22;-85;94;42;27;-87;45;-2;-34
1;69;-78;51;-62;0;75;76;37;25;65
0;43;44;-65;2;54;-59;-68;-26;49;-69
1;41;-16;36;25;72;-81;-44;92;81;-75
0;60;-63;14;24;-48;-87;-14;-15;8;19
1;-19;-21;-6;-65;64;-99;-92;10;79;-41
1;-10;-37;-90;99;87;-58;-14;-27;-74;-14
0;-57;92;-68;98;25;-47;-99;-34;15;-40
0;67;-87;49;-75;54;75;78;33;-99;-5
0;51;-60;-71;55;16;-79;-58;7;94;37
0;44;96;-50;56;22;-59;-95;66;-30;-90
0;-86;-17;-80;-62;9;62;62;-77;3;23
0;97;-26;90;-69;-12;69;-75;76;-2;-17
1;9;-37;44;45;-31;82;-25;0;21;-4
1;-72;-45;75;-37;-50;28;78;-97;-36;14
1;-48;83;-100;-6;-92;-60;-93;-90;-90;-73
1;73;-48;-64;-8;-35;-4;85;2;30;-35
1;82;12;-68;-48;-6;-94;-98;-38;-73;93
0;-6;-69;-88;-1;-82;-71;-61;25;-10;-73
0;52;14;-15;-9;-64;39;89;-51;9;-82
1;-45;48;14;98;26;-48;27;30;90;-30
0;-5;38;5;6;22;-90;-55;73;87;25
0;18;-51;-89;8;-88;44;35;14;-47;95
1;46;-51;65;-61;75;30;-83;-16;35;9
0;52;31;-39;-82;11;75;84;-59;41;-5
0;20;-99;-49;51;70;80;-23;82;81;62
0;30;-22;62;-47;49;43;34;-8;7;27
0;-7;33;-2;-86;-88;-96;-47;73;52;-28
1;-9;1;28;-15;-42;51;-99;34;-80;71
1;-74;-99;-38;-90;56;-52;-93;4;-62;-38
1;41;92;35;43;93;77;18;-51;7;47
0;60;66;63;62;-62;-81;37;-14;12;60
0;-39;73;80;-14;-41;12;-48;-25;-82;27
0;-64;86;-51;61;-33;-76;6;89;88;-56
0;-96;84;33;4;63;-76;-33;22;-35;-2
0;-4;-81;48;0;54;-96;-25;2;-12;64
0;-94;-34;-98;17;53;77;-6;-7;-69;88
0;74;14;70;-62;63;-88;-21;-61;74;-77
0;29;-87;-60;22;91;13;78;-33;-6;-33
0;-95;86;47;-24;32;-85;-96;-57;65;2
0;66;49;53;-77;-24;38;21;51;32;26
1;37;51;92;-1;87;53;-17;53;27;-6
1;-34;29;97;-26;-2;11;59;99;53;67
0;86;-78;-56;-24;23;-17;-48;59;67;-22
1;55;-27;-14;34;90;26;83;-63;-58;16
1;-92;22;47;-22;67;59;-94;44;50;17
0;69;-85;-60;29;81;50;63;-5;26;49
1;-56;-23;36;-59;49;-58;29;-22;36;-5
1;-88;12;83;-61;58;28;-32;85;79;-34
1;-24;-82;64;-58;68;0;19;72;-56;-87
1;-44;-73;-58;-67;-63;13;72;-12;-84;5
1;-38;82;5;99;-17;53;34;65;29;-26
0;31;-74;-22;-8;-45;-61;-99;-80;94;100
0;-17;0;74;58;-27;-35;-95;71;-31;-7
0;78;96;-53;74;31;-17;22;-32;-25;1
1;70;25;85;24;63;-13;-76;-62;-20;34
0;29;-96;-17;-40;-28;67;85;61;-31;-73
1;33;60;68;-85;-88;4;96;56;-14;85
0;-6;-16;96;-30;46;8;-39;70;33;-48
0;70;-86;85;99;20;-24;-72;-61;-38;-5
0;-2;65;39;99;-96;54;-79;77;16;25
0;-1;26;-62;83;-14;44;100;22;57;-49
1;79;8;78;13;-5;-16;5;-49;-57;19
1;-91;-43;-28;39;59;25;-78;22;49;6
0;100;-25;77;-12;91;-10;7;-94;100;-7
0;-86;46;-67;-38;-16;44;-24;90;38;94
0;20;-39;-75;-65;8;21;15;-59;28;-22
1;-40;35;-29;74;59;-47;-47;32;-36;-50
1;19;76;-58;-93;82;-20;65;27;39;-91
1;-53;76;-47;-34;-11;43;-94;54;-11;-17
0;-82;8;-89;-29;-17;-57;9;-18;-4;-40
0;-84;-10;-71;-89;82;-80;-16;-17;-19;-95
1;97;55;39;19;-70;5;-84;4;-94;69
1;53;-21;10;8;6;-68;-48;14;-8;-62
1;-95;58;27;-71;-11;-66;-70;-86;96;41
1;-94;-91;16;-15;-50;-39;-84;-46;-18;-22
1;33;39;31;-52;19;-65;10;-74;79;-4
1;68;4;-58;8;4;-65;69;-21;-61;2
0;59;-79;53;-64;-46;9;-85;-92;64;20
1;47;3;-33;-17;-16;25;-20;-30;-32;55
1;-56;71;78;-50;-97;-81;-46;-57;-32;8
1;25;-86;-22;9;-82;-21;-32;-21;-76;-31
0;42;-63;-28;-53;-62;0;-12;77;43;-40
1;87;-4;12;23;3;10;-83;59;-16;-31
1;44;-67;69;15;-72;55;-56;54;75;-71
0;94;-58;60;43;-37;-99;-70;-40;-68;71
1;90;51;-21;-42;98;-73;32;58;-38;6
0;60;-48;82;45;62;-80;-95;-52;-28;-22
1;66;8;87;-76;72;26;92;27;-36;73
0;14;41;92;75;-37;18;-55;21;69;71
0;90;45;10;-75;-29;41;71;-92;-18;98
1;70;34;90;95;26;2;31;-85;-8;-3
0;12;52;54;74;74;-24;10;-80;-81;-99
1;-100;-42;37;36;-88;-22;71;-77;-64;98
0;15;70;20;-88;-68;-37;90;99;-90;-97
1;51;52;-60;55;78;-99;-85;-100;-92;91
0;11;68;-34;48;-24;-36;-45;92;-84;-39
0;-68;99;-27;73;64;-28;-39;33;16;-44
1;67;47;69;-26;-37;41;-54;22;-6;-27
0;24;4;-18;-54;-38;66;65;-59;95;43
0;64;-46;12;4;58;-76;-74;13;-34;-68
0;87;25;33;-46;-64;-95;64;46;-6;23
0;9;-76;37;-82;71;84;-93;86;-81;-83
1;-79;26;83;62;91;89;67;58;80;-74
0;-62;82;-64;66;-83;-20;-61;62;-53;-82
0;-21;-20;-28;-58;88;26;-28;-63;-20;6
1;57;27;-72;-44;63;-12;56;89;51;-33
1;-9;21;62;31;50;-47;-22;19;-19;-89
0;-34;-43;9;-21;17;31;69;-3;63;-10
1;-1;0;-67;91;-2;84;-31;97;-99;0
1;-97;74;8;-11;57;11;93;-27;76;-98
1;59;-77;-29;-44;4;57;70;-32;6;-67
1;40;40;-40;51;-64;-51;-69;-88;-54;-11
1;4;57;-67;-69;80;1;-72;52;-87;-96
1;88;-26;84;15;-32;-3;-99;-42;48;81
0;92;27;37;-28;12;-56;-75;-99;-29;-26
1;53;97;-74;-33;43;94;32;-72;65;-6
1;37;56;38;-58;3;-47;-93;38;7;5
1;33;5;-38;-23;-72;-81;68;-84;12;-57
0;25;39;36;15;-35;-60;-99;7;-72;98
0;50;-41;-49;-42;-70;-67;2;-40;42;-72
1;98;-25;15;7;-9;-81;-37;-87;63;-64
0;2;31;0;-43;-76;-14;81;-24;-91;39
0;-89;76;-79;-25;84;65;12;42;-12;34
0;4;68;-99;84;-88;-2;-73;92;-95;56
0;-96;12;66;-8;75;65;-10;-63;-7;60
0;-81;-38;-17;9;42;-18;83;-95;46;93
1;62;-18;-61;32;17;64;91;-7;-37;82
0;-29;27;11;-85;87;81;-39;-67;48;85
0;97;-83;42;-13;18;79;18;50;9;-57
0;-12;27;70;94;-88;-80;-78;-98;-35;44
1;-93;-58;70;22;38;-100;-23;-41;100;34
1;-50;-52;71;10;27;-51;19;-4;58;22
1;18;-93;17;-25;-33;-56;-81;82;-74;-89
0;-40;75;70;82;17;16;-66;-86;68;76
0;26;30;81;51;-68;28;-30;79;63;15
0;-53;-26;-28;55;38;29;-97;87;-81;-89
0;58;-5;-39;-27;64;64;90;45;8;44
0;-28;-82;35;-21;-71;78;-6;10;-39;-29
1;-34;52;-33;74;16;-71;99;-97;-54;78
0;-39;-37;76;84;-91;-9;-20;84;54;4
1;17;-11;10;-96;72;-59;-76;84;-65;-63
0;39;25;35;3;-1;-72;-53;95;-51;-81
1;97;-80;-2;32;-86;-38;63;-2;44;57
1;-43;-63;67;-9;37;-20;-96;25;29;50
0;-87;22;-72;26;46;59;80;89;-30;-44
0;-54;-15;17;24;-75;-5;1;58;-56;-37
0;-42;-32;-55;88;77;90;67;9;99;-20
0;-66;85;-9;83;-61;-71;-65;48;98;-75
1;35;13;-64;62;96;87;29;96;-61;23
0;11;-63;-65;-52;6;54;-37;-44;-96;89
0;-38;-53;-69;0;49;59;9;-70;-22;-67
1;29;87;-1;-90;-54;57;-37;39;-67;-68
1;9;39;-51;18;-29;29;69;-34;94;7
0;-71;91;93;-2;28;-27;68;-79;71;86
0;85;53;33;-35;-65;-26;95;32;72;-91
0;-79;-80;55;-17;63;9;-31;41;-8;52
0;-54;-85;-14;27;34;51;-76;4;-40;92
0;-43;45;-84;22;14;-46;-46;-19;-11;8
1;12;34;13;43;-10;-90;-96;-63;-89;27
0;-23;85;28;49;-6;-12;-84;4;47;-100
0;6;30;72;81;-64;48;-35;-63;71;-41
1;-51;40;-56;35;78;-77;21;99;-58;54
0;-60;16;68;-21;-37;-88;-52;-84;-99;-43
0;-90;64;80;-13;-56;86;-92;8;26;84
1;-97;-28;-25;-7;-68;-99;-68;-94;16;-87
0;63;57;40;65;-82;46;56;12;-91;-44
0;-42;-54;74;-16;23;-85;23;37;-59;-31
1;76;-25;-14;66;-43;-45;97;-80;-37;50
1;42;-38;-18;66;37;-3;38;-54;45;-48
1;-93;100;59;51;48;85;1;-83;5;-65
0;-56;-40;100;-5;2;-62;-88;88;-12;62
0;38;83;23;66;68;-88;98;-33;-17;-16
1;-38;-20;-24;-51;-81;49;-70;-36;-37;79
1;-92;2;59;-73;67;-54;56;54;-96;87
0;99;-73;98;-75;82;0;-54;-67;51;89
0;-96;-49;-36;-85;41;45;-59;71;37;-53
0;-3;31;72;-52;-54;-6;-17;-38;22;14
1;-19;83;-56;71;-53;95;-96;-19;-81;10
0;86;-87;-25;42;82;15;-80;13;-89;65
0;-62;-20;64;-21;-97;23;80;-27;-3;8
1;-35;43;68;-29;74;-49;-76;-22;86;-95
1;-15;86;-14;-78;-24;-53;1;55;-7;-21
1;32;39;46;77;63;-42;-55;-70;-31;-36
1;89;-91;28;93;94;-29;69;49;-6;-98
1;69;27;-93;-51;-5;-67;46;58;-32;62
1;29;-77;-42;94;-5;38;18;41;80;-69
0;88;58;-48;-59;24;-68;49;-19;-77;-34
0;-55;-59;-86;19;70;15;-40;-73;25;66
1;83;67;-34;-61;87;-8;-97;8;86;-43
0;-73;48;7;63;-71;-16;8;-51;-76;-54
1;65;9;-34;-75;47;26;0;-61;-14;7
0;-48;-93;-73;78;-21;75;20;-20;-51;-77
0;-97;-30;84;31;-70;11;50;57;-48;24
1;93;65;-11;-62;-27;-69;54;51;-55;-78
1;39;56;-30;56;-79;81;-53;78;-40;-64
1;-64;84;40;-45;-47;83;38;44;-29;1
0;12;-70;-27;80;35;-36;12;-30;-5;34
1;95;56;35;-91;-84;-34;-44;45;-10;85
1;-46;-10;62;-79;-15;76;78;87;93;-42
0;7;20;-38;-83;8;2;63;-5;94;-19
1;28;-47;-6;55;-21;-57;50;-92;70;5
1;-89;-18;-24;0;1;31;19;-52;14;-86
0;-34;80;-15;80;-44;16;-29;-51;-57;61
0;-63;30;60;-52;-12;87;-62;3;-81;35
1;91;25;-92;-1;-81;100;16;56;-79;-100
0;-23;-60;-3;92;20;2;64;-11;-4;-19
0;-99;-32;-84;96;-84;-85;88;38;44;-74
0;-97;59;57;-12;-26;66;34;-26;-36;6
1;-43;89;96;91;-26;88;-42;-30;-9;14
0;-74;-33;-80;-54;-80;-50;-53;47;73;71
0;39;20;-8;47;57;-48;48;-33;19;19
1;31;28;-45;65;93;56;-44;23;-6;31
1;-75;11;82;90;-30;-92;59;66;63;0
1;-95;60;-83;5;-27;-54;83;64;-83;-11
0;81;-12;-10;27;91;-65;10;80;97;-94
1;-26;24;-9;12;-1;95;-21;-46;-54;-10
0;57;-56;90;73;-64;-61;84;-27;-83;-17
0;-84;78;-67;-88;67;26;11;1;67;79
1;61;99;-56;43;-26;46;46;68;36;-55
1;59;44;31;-36;-91;36;-49;-41;45;39
0;4;77;41;-9;-88;-83;-18;-93;-26;-81
0;-97;-99;-96;-67;10;67;-91;-48;-22;92
0;6;81;-66;55;-26;39;-97;82;62;-95
1;-84;59;-49;62;89;29;98;-18;54;-29
1;-56;-42;-59;76;-56;-97;-70;-32;-96;14
0;16;-38;-19;74;13;-36;-47;-98;-38;-28
0;18;-59;-88;-14;-45;98;28;13;-12;-84
0;-94;-19;-59;-1;-41;37;30;-1;87;75
1;-100;37;52;-96;67;97;82;35;97;-11
1;41;56;-29;57;36;-41;-40;46;9;-44
1;-17;-89;43;-42;-38;-1;-100;-35;64;62
1;90;-24;99;-30;-65;-55;-96;-8;83;59
0;-78;-26;38;23;-88;80;43;-1;-15;-77
1;97;-80;-56;-28;-81;62;-86;-93;1;15
0;-27;67;-64;11;59;19;-31;40;-26;81
1;-85;-24;58;29;-36;16;-57;98;81;-53
0;92;61;-18;45;90;59;-10;12;74;-57
1;-71;9;-9;-16;-46;23;64;84;-59;28
0;31;29;44;68;5;-86;46;54;88;24
0;99;-62;-88;15;-97;84;-4;32;-17;53
1;-18;14;67;72;97;98;-41;21;42;96
0;64;-67;-44;-30;1;49;-90;91;41;64
1;-45;64;91;84;82;-61;-64;-89;0;-81
1;-75;1;56;90;-82;-51;59;55;-12;-48
0;4;-55;87;67;-10;-12;25;-54;-63;-99
1;44;97;98;-39;97;74;-14;17;-79;-7
0;-28;36;24;-92;-54;-96;-25;86;71;-21
